"Title","Year","Venue","Venue Short","Authors","ISSN","Qualis CAPES"
"Using perceptual strength estimates to predict the perceived annoyance of videos with combinations of spatial and temporal artifacts.","2018","J. Electronic Imaging","J. Electronic Imaging","Alexandre F. Silva;Mylène C. Q. Farias","1017-9909","A4"
"On the Application LBP Texture Descriptors and Its Variants for No-Reference Image Quality Assessment.","2018","J. Imaging","J. Imaging","Pedro Garcia Freitas;Luísa Peixoto da Eira;Samuel Soares Santos;Mylène Christine Queiroz de Farias","N/A","N/A"
"Combining audio and video metrics to assess audio-visual quality.","2018","Multim. Tools Appl.","Multim. Tools Appl.","Helard Becerra Martinez;Mylène C. Q. Farias","N/A","N/A"
"Using multiple spatio-temporal features to estimate video quality.","2018","Signal Process. Image Commun.","Signal Process. Image Commun.","Pedro Garcia Freitas;Welington Y. L. Akamine;Mylène C. Q. Farias","0923-5965","A2"
"No-Reference Image Quality Assessment Using Orthogonal Color Planes Patterns.","2018","IEEE Trans. Multim.","IEEE Trans. Multim.","Pedro Garcia Freitas;Welington Y. L. Akamine;Mylène C. Q. Farias","N/A","N/A"
"Per-pixel mirror-based method for high-speed video acquisition.","2017","J. Vis. Commun. Image Represent.","J. Vis. Commun. Image Represent.","Jonathan A. Lima;Cristiano Jacques Miosso;Mylène C. Q. Farias","N/A","N/A"
"Detecting tampering in audio-visual content using QIM watermarking.","2016","Inf. Sci.","Inf. Sci.","Ronaldo Rigoni;Pedro Garcia Freitas;Mylène C. Q. Farias","N/A","N/A"
"Secure self-recovery watermarking scheme for error concealment and tampering detection.","2016","J. Braz. Comput. Soc.","J. Braz. Comput. Soc.","Pedro Garcia Freitas;Ronaldo Rigoni;Mylène C. Q. Farias","N/A","N/A"
"Recent developments in visual quality monitoring by key performance indicators.","2016","Multim. Tools Appl.","Multim. Tools Appl.","Mikolaj Leszczuk;Mateusz Hanusiak;Mylène C. Q. Farias;Emmanuel Wyckens;George Heston","N/A","N/A"
"Hiding color watermarks in halftone images using maximum-similarity binary patterns.","2016","Signal Process. Image Commun.","Signal Process. Image Commun.","Pedro Garcia Freitas;Mylène C. Q. Farias;Aletéia P. F. Araújo","0923-5965","A2"
"Enhancing inverse halftoning via coupled dictionary training.","2016","Signal Process. Image Commun.","Signal Process. Image Commun.","Pedro Garcia Freitas;Mylène C. Q. Farias;Aletéia P. F. Araújo","0923-5965","A2"
"Perceptual Annoyance Models for Videos With Combinations of Spatial and Temporal Artifacts.","2016","IEEE Trans. Multim.","IEEE Trans. Multim.","Alexandre F. Silva;Mylène C. Q. Farias;Judith A. Redi","N/A","N/A"
"Video quality assessment using visual attention computational models.","2014","J. Electronic Imaging","J. Electronic Imaging","Welington Y. L. Akamine;Mylène C. Q. Farias","1017-9909","A4"
"Full-reference audio-visual video quality metric.","2014","J. Electronic Imaging","J. Electronic Imaging","Helard Becerra Martinez;Mylène C. Q. Farias","1017-9909","A4"
"A fire management intelligent system for the Brazilian cerrado biome based on a deep learning two phase detection method.","2025","Journal on Reliable Intelligent Environments","J. Reliab. Intell. Environ.","Natalia O. Borges;Lívia G. C. Fonseca;Priscila Solís Barreto;Eduardo Alchieri;Marcos Fagundes Caetano;Paulo Angelo A. Resende;Leonardo Brandão;Lucas Vieira","2199-4676","A3"
"Age of information optimization in cyber-physical systems with stateful packet management techniques.","2024","Ad Hoc Networks","Ad Hoc Networks","Paulo César Prandel;Priscila Solís Barreto","1570-8705","A1"
"Forest fire monitoring system supported by unmanned aerial vehicles and edge computing: a performance evaluation using petri nets.","2024","Cluster Computing","Clust. Comput.","Arthur Sabino;Luiz Nelson Lima;Carlos Brito 0001;Leonel Feitosa;Marcos F. Caetano;Priscila Solís Barreto;Francisco Airton Silva","1386-7857","A2"
"5G-RCOLAB: A system level simulator for 5G and beyond in rural areas.","2023","Computer Communications","Comput. Commun.","Gabriel de Carvalho Ferreira;Priscila Solís Barreto;Marcos F. Caetano;Eduardo Alchieri;Daniel Costa Araújo 0001;Francisco Rodrigo P. Cavalcanti;Diego Aguiar Sousa","0140-3664","A2"
"A Risk Perception Indicator to Evaluate the Migration of Government Legacy Systems to the Cloud.","2021","International Journal of Information Systems in the Service Sector (IJISSS)","Int. J. Inf. Syst. Serv. Sect.","Breno G. S. Costa;Priscila Solís Barreto","N/A","N/A"
"Enhanced Remote Areas Communications: The Missing Scenario for 5G and Beyond 5G Networks.","2020","IEEE Access","IEEE Access","Luciano Leonel Mendes;Carlos Sallé Moreno;Maria Valéria Marquezini;André Mendes Cavalcante;Peter Neuhaus;Jorge Seki;Nathália Figueiredo Tinoco Aniceto;Heikki Karvonen;Iván Vidal;Francisco Valera;Priscila América Solís Mendez Barreto;Marcos Fagundes Caetano;Wheberth Damascena Dias;Gerhard P. Fettweis","2169-3536","A3"
"Building secure protocols for extensible distributed coordination through secure extensions.","2019","Computers &#38; Security","Comput. Secur.","Edson Floriano;Eduardo Alchieri;Diego F. Aranha;Priscila Solís Barreto","0167-4048","A1"
"Device-Based Security to Improve User Privacy in the Internet of Things †.","2018","Sensors","Sensors","Luís Alberto Belém Pacheco;Eduardo Adílio Pelinson Alchieri;Priscila América Solís Mendez Barreto","N/A","N/A"
"Providing privacy on the tuple space model.","2017","Journal of Internet Services and Applications","J. Internet Serv. Appl.","Edson Floriano;Eduardo Alchieri;Diego F. Aranha;Priscila Solís","1867-4828","A2"
"An online database for einkorn wheat to aid in gene discovery and functional genomics studies.","2023","Database - The Journal of Biological Databases and Curation","Database J. Biol. Databases Curation","Parva Kumar Sharma;Hanin Ibrahim Ahmed;Matthias Heuberger;Dal-Hoe Koo;Jesus Quiroz-Chavez;Laxman Adhikari;John Raupp;Stéphane Cauet;Nathalie Rodde;Charlotte Cravero;Caroline Callot;Inderjit Singh Yadav;Nagarajan Kathiresan;Naveenkumar Athiyannan;Ricardo H. Ramirez-Gonzalez;Cristobal Uauy;Thomas Wicker;Michael Abrouk;Yong Q. Gu;Jesse Poland;Simon G. Krattinger;Gerard R. Lazo;Vijay K. Tiwari","1758-0463","A1"
"Three-Stage Power Supply System Model for a Wearable IoT Device for COVID-19 Patients.","2023","IEEE Embedded Systems Letters","IEEE Embed. Syst. Lett.","Ricardo Álvarez-González;Edgar R. González-Campos;Nicolás Quiroz-Hernández;Alba Maribel Sánchez Gálvez","1943-0663","A2"
"System identification for T1D via artificial intelligence algorithms: Evolutionary or swarm.","2023","Biomedical Signal Processing and Control","Biomed. Signal Process. Control.","Claudia Patricia Flores-Gutiérrez;Griselda Quiroz-Compeán;Octavio I. Renteria-Vidales;Luis M. Torres-Treviño;Eduardo Ruiz-Velázquez;Ricardo Femat","1746-8094","A1"
"Artificial intelligence applied to analyzes during the pandemic: COVID-19 beds occupancy in the state of Rio Grande do Norte, Brazil.","2023","Frontiers in Artificial Intelligence","Frontiers Artif. Intell.","Tiago de Oliveira Barreto;Nícolas Vinícius Rodrigues Veras;Pablo Holanda Cardoso;Felipe Ricardo dos Santos Fernandes;Luiz Paulo de Souza Medeiros;Maria Valéria Bezerra;Filomena Marques Queiroz de Andrade;Chander de Oliveira Pinheiro;Ignacio Sánchez-Gendriz;Gleyson José Pinheiro Caldeira Silva;Leandro Farias Rodrigues;Antonio Higor Freire de Morais;João Paulo Queiroz dos Santos;Jailton Carlos Paiva;Íon Garcia Mascarenhas de Andrade;Ricardo Alexsandro de Medeiros Valentim","2192-6352","A3"
"Comparison between Digital Tone-Mapping Operators and a Focal-Plane Pixel-Parallel Circuit.","2020","Signal Processing: Image Communication","Signal Process. Image Commun.","Gustavo M. S. Nunes;Fernanda D. V. R. Oliveira;Mylène C. Q. Farias;José Gabriel Rodríguez Carneiro Gomes;Antonio Petraglia;Jorge Fernández-Berni;Ricardo Carmona-Galán;Ángel Rodríguez-Vázquez","0923-5965","A2"
"Digital dual test syphilis/HIV detection based on Fourier Descriptors of Cyclic Voltammetry curves.","2024","Computers in Biology and Medicine","Comput. Biol. Medicine","Ignacio Sánchez-Gendriz;Dionísio D. A. Carvalho;Leonardo J. Galvão-Lima;Ana Isabela L. Sales-Moioli;Talita K. de B. Pinto;Felipe Ricardo dos Santos Fernandes;Jorge Henriques;Thaisa S. Lima;Luiz Affonso Guedes;Agnaldo S. Cruz;Antonio Higor Freire de Morais;João Paulo Queiroz dos Santos;Ernano Arrais;Karilany Dantas Coutinho;Guilherme Medeiros Machado;Aliete Cunha-Oliveira;Catarina Alexandra dos Reis Vale Gomes;Ricardo Alexsandro de Medeiros Valentim","0010-4825","A2"
"Surveying Emerging Network Approaches for Military Command and Control Systems.","2024","ACM Computing Surveys","ACM Comput. Surv.","João Eduardo Costa Gomes;Ricardo Rodrigues Ehlert;Rodrigo Murillo Boesche;Vinicius Santosde Lima;Jorgito Matiuzzi Stocchero;Dante A. C. Barone;Juliano Araujo Wickboldt;Edison Pignaton de Freitas;Julio C. S. dos Anjos;Ricardo Queiroz de Araujo Fernandes","0360-0300","A1"
"DODFMiner: An automated tool for Named Entity Recognition from Official Gazettes.","2024","Neurocomputing","Neurocomputing","Gabriel M. C. Guimarães;Felipe X. B. da Silva;Andrei L. Queiroz;Ricardo M. Marcacini;Thiago de Paulo Faleiros;Vinicius R. P. Borges;Luís P. F. Garcia","N/A","N/A"
"Next-generation antivirus for JavaScript malware detection based on dynamic features.","2024","Knowledge and Information Systems (KAIS)","Knowl. Inf. Syst.","Sidney M. L. de Lima;Danilo Souza;Ricardo Pinheiro;Sthéfano Henrique Mendes Tavares Silva;Petrônio Lopes;Rafael Lima;Jemerson Oliveira;Thyago de Amorim Monteiro;Sérgio M. M. Fernandes;Edison de Queiroz Albuquerque;Washington Wagner Azevedo da Silva;Wellington P. dos Santos","0219-1377","A2"
"A Driver-Vehicle Model for ADS Scenario-Based Testing.","2024","IEEE Transactions on Intelligent Transportation Systems","IEEE Trans. Intell. Transp. Syst.","Rodrigo Queiroz;Divit Sharma;Ricardo Caldas;Krzysztof Czarnecki 0001;Sergio García 0002;Thorsten Berger;Patrizio Pelliccione","1524-9050","A1"
"Towards Living Software Architecture Diagrams.","2024","Computing Research Repository (CoRR)","CoRR","Filipe F. Correia;Ricardo Ferreira;Paulo G. G. Queiroz;Henrique Nunes;Matilde Barra;Duarte Figueiredo","N/A","N/A"
"Next-generation antivirus endowed with web-server Sandbox applied to audit fileless attack.","2023","Soft Computing","Soft Comput.","Sidney M. L. Lima;Sthéfano Henrique Mendes Tavares Silva;Ricardo Paranhos;Danilo Souza;Petrônio Lopes;Rafael Lima;Jemerson Oliveira;Thyago de Amorim Monteiro;Sérgio M. M. Fernandes;Edison de Queiroz Albuquerque;Washington Wagner Azevedo da Silva;Wellington P. dos Santos","1433-7479","A1"
"Measuring the Storing Capacity of Hyperdimensional Binary Vectors.","2022","Computaci&#243;n y Sistemas (CyS)","Computación y Sistemas","Job Isaias Quiroz Mercado;Ricardo Barrón Fernández;Marco Antonio Ramírez Salinas","N/A","N/A"
"A Driver-Vehicle Model for ADS Scenario-based Testing.","2022","Computing Research Repository (CoRR)","CoRR","Rodrigo Queiroz;Divit Sharma;Ricardo Caldas;Krzysztof Czarnecki 0001;Sergio García 0002;Thorsten Berger;Patrizio Pelliccione","N/A","N/A"
"Next generation antivirus endowed with bitwise morphological extreme learning machines.","2021","Microprocessors and Microsystems","Microprocess. Microsystems","Sidney M. L. Lima;Danilo Souza;Ricardo Paranhos;Sthéfano Henrique Mendes Tavares Silva;Petrônio Lopes;Rafael Lima;Jemerson Oliveira;Thyago de Amorim Monteiro;Sérgio M. M. Fernandes;Edison de Queiroz Albuquerque;Washington Wagner Azevedo da Silva;Wellington P. dos Santos","0141-9331","C"
"Semantic Similarity Estimation Using Vector Symbolic Architectures.","2020","IEEE Access","IEEE Access","Job Isaias Quiroz Mercado;Ricardo Barrón Fernández;Marco Antonio Ramírez Salinas","2169-3536","A3"
"Earth Observation Data Cubes for Brazil: Requirements, Methodology and Products.","2020","Remote Sensing","Remote. Sens.","Karine Reis Ferreira;Gilberto Ribeiro de Queiroz;Lúbia Vinhas;Rennan F. B. Marujo;Rolf Ezequiel O. Simões;Michelle Cristina Araújo Picoli;Gilberto Câmara;Ricardo Cartaxo;Vitor Conrado Faria Gomes;Lorena A. Santos;Alber H. Sánchez;Jeferson S. Arcanjo;José Guilherme Fronza;Carlos Alberto Noronha;Raphael W. Costa;Matheus Cavassan Zaglia;Fabiana Zioti;Thales Sehn Körting;Anderson Reis Soares;Michel E. D. Chaves;Leila M. G. Fonseca","2072-4292","A1"
"Voltage Grid Supporting by Using Variable Structure Adaptive Virtual Impedance for LCL-Voltage Source Converter DG Converters.","2020","IEEE Transactions on Industrial Electronics","IEEE Trans. Ind. Electron.","Thales Queiroz Fonsêca;Ricardo Lúcio de Araujo Ribeiro;Thiago de Oliveira Alves Rocha;Flávio B. Costa 0001;Josep M. Guerrero","0278-0046","A1"
"Exploring Storing Capacity of Hyperdimensional Binary Vectors.","2019","Research in Computing Science","Res. Comput. Sci.","Job Isaias Quiroz Mercado;Ricardo Barrón Fernández;Marco Antonio Ramírez Salinas","1870-4069","C"
"Sequence Prediction with Hyperdimensional Computing.","2017","Research in Computing Science","Res. Comput. Sci.","Job Isaias Quiroz Mercado;Ricardo Barrón Fernández;Marco Antonio Ramírez Salinas","1870-4069","C"
"A Time-Weighted Dynamic Time Warping Method for Land-Use and Land-Cover Mapping.","2016","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","IEEE J. Sel. Top. Appl. Earth Obs. Remote. Sens.","Victor Maus;Gilberto Câmara;Ricardo Cartaxo;Alber H. Sánchez;Fernando Manuel Ramos;Gilberto Ribeiro de Queiroz","1939-1404","A1"
"Embedded Coding of Point Cloud Attributes.","2024","IEEE Signal Processing Letters","IEEE Signal Process. Lett.","Victor F. Figueiredo;Ricardo L. de Queiroz;Philip A. Chou;Lucas S. Lopes","1070-9908","A1"
"Motion-Compensated Predictive RAHT for Dynamic Point Clouds.","2023","IEEE Transactions on Image Processing","IEEE Trans. Image Process.","André L. Souto;Ricardo L. de Queiroz;Camilo C. Dorea","1057-7149","A1"
"Unsupervised feature selection method based on iterative similarity graph factorization and clustering by modularity.","2022","Expert Systems with Applications","Expert Syst. Appl.","Marcos de Souza Oliveira;Sérgio Ricardo de Melo Queiroz;Francisco de A. T. de Carvalho","0957-4174","A1"
"A text as unique as a fingerprint: Text analysis and authorship recognition in a Virtual Learning Environment of the Unified Health System in Brazil.","2022","Expert Systems with Applications","Expert Syst. Appl.","Marcella Andrade da Rocha;Philippi Sedir Grilo de Morais;Daniele Montenegro da Silva Barros;João Paulo Queiroz dos Santos;Sara Dias-Trindade;Ricardo Alexsandro de Medeiros Valentim","0957-4174","A1"
"Adaptive Context Modeling for Arithmetic Coding Using Perceptrons.","2022","IEEE Signal Processing Letters","IEEE Signal Process. Lett.","Lucas S. Lopes;Philip A. Chou;Ricardo L. de Queiroz","1070-9908","A1"
"Fractional Super-Resolution of Voxelized Point Clouds.","2022","IEEE Transactions on Image Processing","IEEE Trans. Image Process.","Tomas M. Borges;Diogo C. Garcia;Ricardo L. de Queiroz","1057-7149","A1"
"Differential Transform for Video-Based Plenoptic Point Cloud Coding.","2022","IEEE Transactions on Image Processing","IEEE Trans. Image Process.","Diogo C. Garcia;Camilo C. Dorea;Renan U. B. Ferreira;Davi Rabbouni Freitas;Ricardo L. de Queiroz;Rogério Higa;Ismael Seidel;Vanessa Testoni","1057-7149","A1"
"Content validation and usability of a chatbot of guidelines for wound dressing.","2021","International Journal of Medical Informatics","Int. J. Medical Informatics","Geicianfran da Silva Lima Roque;Rafael Roque de Souza;José William Araújo do Nascimento;Amadeu Sá de Campos Filho;Sérgio Ricardo de Melo Queiroz;Isabel Cristina Ramos Vieira Santos","1386-5056","A2"
"Set Partitioning in Hierarchical Trees for Point Cloud Attribute Compression.","2021","IEEE Signal Processing Letters","IEEE Signal Process. Lett.","André L. Souto;Victor F. Figueiredo;Philip A. Chou;Ricardo L. de Queiroz","1070-9908","A1"
"Multi-resolution intra-predictive coding of 3D point cloud attributes.","2021","Computing Research Repository (CoRR)","CoRR","Eduardo Pavez;André L. Souto;Ricardo L. de Queiroz;Antonio Ortega","N/A","N/A"
"Model-Centric Volumetric Point Cloud Attributes.","2021","Computing Research Repository (CoRR)","CoRR","Ricardo L. de Queiroz;Camilo C. Dorea;Davi Rabbouni Freitas;Maja Krivokuca;Gustavo L. Sandri","N/A","N/A"
"Towards robustness under occlusion for face recognition.","2021","Computing Research Repository (CoRR)","CoRR","Tomas M. Borges;Teófilo E. de Campos;Ricardo L. de Queiroz","N/A","N/A"
"Robust μ-synthesis: Towards a unified glucose control in adults, adolescents and children with T1DM.","2020","Journal of the Franklin Institute","J. Frankl. Inst.","Eduardo Ruiz-Velázquez;Julio Alberto García-Rodríguez;Griselda Quiroz;Ricardo Femat","0016-0032","A1"
"Isotropic and anisotropic filtering norm-minimization: A generalization of the TV and TGV minimizations using NESTA.","2020","Signal Processing: Image Communication","Signal Process. Image Commun.","Jonathan A. Lima;Felipe Batista da Silva;Ricardo von Borries;Cristiano Jacques Miosso;Mylène C. Q. Farias","0923-5965","A2"
"Geometry Coding for Dynamic Voxelized Point Clouds Using Octrees and Multiple Contexts.","2020","IEEE Transactions on Image Processing","IEEE Trans. Image Process.","Diogo C. Garcia;Tiago A. da Fonseca;Renan U. Ferreira;Ricardo L. de Queiroz","1057-7149","A1"
"Association Between Fractional Amplitude of Low-Frequency Spontaneous Fluctuation and Degree Centrality in Children and Adolescents.","2019","Brain Connectivity","Brain Connect.","João Ricardo Sato;Claudinei Eduardo Biazoli Jr.;Luciana Monteiro Moura;Nicolas Crossley;André Zugman;Felipe Almeida Picon;Marcelo Queiroz Hoexter;Edson Amaro Jr.;Euripedes Constantino Miguel;Luis Augusto Rohde;Rodrigo Affonseca Bressan;Andrea Parolin Jackowski","2158-0014","A2"
"Integer Alternative for the Region-Adaptive Hierarchical Transform.","2019","IEEE Signal Processing Letters","IEEE Signal Process. Lett.","Gustavo L. Sandri;Philip A. Chou;Maja Krivokuca;Ricardo L. de Queiroz","1070-9908","A1"
"Compression of Plenoptic Point Clouds.","2019","IEEE Transactions on Image Processing","IEEE Trans. Image Process.","Gustavo L. Sandri;Ricardo L. de Queiroz;Philip A. Chou","1057-7149","A1"
"Foreword to the Special Section on SIBGRAPI 2018.","2018","Computers &#38; Graphics","Comput. Graph.","Arun Ross;Eduardo Simoes Lopes Gastal;Joaquim A. Jorge;Ricardo L. de Queiroz","0097-8493","A2"
"Solving task allocation problem in multi Unmanned Aerial Vehicles systems using Swarm intelligence.","2018","Engineering Applications of Artificial Intelligence","Eng. Appl. Artif. Intell.","Janaina Schwarzrock;Iulisloi Zacarias;Ana L. C. Bazzan;Ricardo Queiroz de Araujo Fernandes;Leonardo Henrique Moreira;Edison Pignaton de Freitas","0952-1976","A1"
"An Empirical Comparison of Meta- and Mega-Analysis With Data From the ENIGMA Obsessive-Compulsive Disorder Working Group.","2018","Frontiers in Neuroinformatics","Frontiers Neuroinformatics","Premika S. W. Boedhoe;Martijn W. Heymans;Lianne Schmaal;Yoshinari Abe;Pino Alonso;Stephanie H. Ameis;Alan Anticevic;Paul D. Arnold;Marcelo C. Batistuzzo;Francesco Benedetti;Jan Carl Beucke;Irene Bollettini;Anushree Bose;Silvia Brem;Anna Calvo;Rosa Calvo;Yuqi Cheng;Kang Ik Kevin Cho;Valentina Ciullo;Sara Dallaspezia;Damiaan Denys;Jamie D. Feusner;Kate Dimond Fitzgerald;Jean-Paul Fouche;Egill A. Fridgeirsson;Patricia Gruner;Gregory L. Hanna;Derrek P. Hibar;Marcelo Queiroz Hoexter;Hao Hu;Chaim Huyser;Neda Jahanshad;Anthony James;Norbert Kathmann;Christian Kaufmann;Kathrin Koch;Jun Soo Kwon;Luisa Lazaro;Christine Lochner;Rachel Marsh;Ignacio Martínez-Zalacaín;David Mataix-Cols;José Manuel Menchón;Luciano Minuzzi;Astrid Morer;Takashi Nakamae;Tomohiro Nakao;Janardhanan C. Narayanaswamy;Seiji Nishida;Erika L. Nurmi;Joseph O'Neill;John Piacentini;Fabrizio Piras;Federica Piras;Y. C. Janardhan Reddy;Tim Jonas Reess;Yuki Sakai;João R. Sato;H. Blair Simpson;Noam Soreni;Carles Soriano-Mas;Gianfranco Spalletta;Michael C. Stevens 0001;Philip R. Szeszko;David F. Tolin;Guido A. van Wingen;Ganesan Venkatasubramanian;Susanne Walitza;Zhen Wang 0015;Je-Yeon Yun;ENIGMA-OCD Working-Group;Paul M. Thompson;Dan J. Stein;Odile A. van den Heuvel;Jos W. R. Twisk","N/A","N/A"
"Distance-Based Probability Model for Octree Coding.","2018","IEEE Signal Processing Letters","IEEE Signal Process. Lett.","Ricardo L. de Queiroz;Diogo C. Garcia;Philip A. Chou;Dinei A. F. Florêncio","1070-9908","A1"
"Enhancing Mobile Military Surveillance Based on Video Streaming by Employing Software Defined Networks.","2018","Wireless Communications and Mobile Computing","Wirel. Commun. Mob. Comput.","Iulisloi Zacarias;Janaina Schwarzrock;Luciano Paschoal Gaspary;Andersonn Kohl;Ricardo Queiroz de Araujo Fernandes;Jorgito M. Stocchero;Edison Pignaton de Freitas","1530-8677","A3"
"Combining Software-Defined and Delay-Tolerant Approaches in Last-Mile Tactical Edge Networking.","2017","IEEE Communications Magazine","IEEE Commun. Mag.","Iulisloi Zacarias;Luciano Paschoal Gaspary;Andersonn Kohl;Ricardo Queiroz de Araujo Fernandes;Jorgito M. Stocchero;Edison Pignaton de Freitas","0163-6804","A1"
"A Quality-of-Content-Based Joint Source and Channel Coding for Human Detections in a Mobile Surveillance Cloud.","2017","IEEE Transactions on Circuits and Systems for Video Technology","IEEE Trans. Circuits Syst. Video Technol.","Xiang Chen 0003;Jenq-Neng Hwang;De Meng;Kuan-Hui Lee;Ricardo L. de Queiroz;Fu-Ming Yeh","1051-8215","A1"
"Attention-Weighted Texture and Depth Bit-Allocation in General-Geometry Free-Viewpoint Television.","2017","IEEE Transactions on Circuits and Systems for Video Technology","IEEE Trans. Circuits Syst. Video Technol.","Camilo C. Dorea;Ricardo L. de Queiroz","1051-8215","A1"
"Transform Coding for Point Clouds Using a Gaussian Process Model.","2017","IEEE Transactions on Image Processing","IEEE Trans. Image Process.","Ricardo L. de Queiroz;Philip A. Chou","1057-7149","A1"
"Motion-Compensated Compression of Dynamic Voxelized Point Clouds.","2017","IEEE Transactions on Image Processing","IEEE Trans. Image Process.","Ricardo L. de Queiroz;Philip A. Chou","1057-7149","A1"
"A Proximity-Based Understanding of Conditionals.","2017","Transactions on Large-Scale Data- and Knowledge-Centered Systems","Trans. Large Scale Data Knowl. Centered Syst.","Ricardo Queiroz de Araujo Fernandes;Edward Hermann Haeusler;Luiz Carlos Pereira","N/A","N/A"
"Children with Poor Reading Skills at the Word Level Show Reduced Fractional Anisotropy in White Matter Tracts of Both Hemispheres.","2016","Brain Connect.","Brain Connect.","Luciana Monteiro Moura;Hugo Cogo-Moreira;Clara Regina Brandão de Ávila;Pedro Mario Pan;Ary Gadelha;Tais Moriyama;Marco Antonio Gomes Del'Aquilla;Marcelo Queiroz Hoexter;Giovanni Abrahão Salum;Felipe Almeida Picon;Mauricio Anés;Marcos Tomanik Mercadante;Acioly L. T. Lacerda;Edson Amaro Jr.;Euripedes Constantino Miguel;Luis Augusto Rohde;Rodrigo Affonseca Bressan;Philip K. McGuire;João Ricardo Sato;Jair de Jesus Mari;Andrea Parolin Jackowski","2158-0014","A2"
"A Cloud Computing Strategy for Region-Growing Segmentation.","2016","IEEE J. Sel. Top. Appl. Earth Obs. Remote. Sens.","IEEE J. Sel. Top. Appl. Earth Obs. Remote. Sens.","Patrick Nigri Happ;Gilson Alexandre Ostwald Pedro da Costa;Cristiana Bentes;Raul Queiroz Feitosa;Rodrigo da Silva Ferreira;Ricardo C. Farias","N/A","N/A"
"Compression of 3D Point Clouds Using a Region-Adaptive Hierarchical Transform.","2016","IEEE Trans. Image Process.","IEEE Trans. Image Process.","Ricardo L. de Queiroz;Philip A. Chou","N/A","N/A"
"Dynamic Polygon Cloud Compression.","2016","CoRR","CoRR","Eduardo Pavez;Philip A. Chou;Ricardo L. de Queiroz;Antonio Ortega","N/A","N/A"
"Decreased centrality of subcortical regions during the transition to adolescence: A functional connectivity study.","2015","NeuroImage","NeuroImage","João Ricardo Sato;Giovanni Abrahão Salum;Ary Gadelha;Gilson Vieira;André Zugman;Felipe Almeida Picon;Pedro Mario Pan;Marcelo Queiroz Hoexter;Mauricio Anés;Luciana Monteiro Moura;Marco Antonio Gomes Del'Aquilla;Nicolas Crossley;Edson Amaro Júnior;Philip K. McGuire;Acioly L. T. Lacerda;Luis Augusto Rohde;Euripedes Constantino Miguel;Andrea Parolin Jackowski;Rodrigo Affonseca Bressan","N/A","N/A"
"Face-Spoofing 2D-Detection Based on Moiré-Pattern Analysis.","2015","IEEE Trans. Inf. Forensics Secur.","IEEE Trans. Inf. Forensics Secur.","Diogo C. Garcia;Ricardo L. de Queiroz","N/A","N/A"
"Example-based Enhancement of Degraded Video.","2014","IEEE Signal Process. Lett.","IEEE Signal Process. Lett.","Edson M. Hung;Diogo C. Garcia;Ricardo L. de Queiroz","1070-9908","A1"
"PUC-Logic.","2014","CoRR","CoRR","Ricardo Queiroz de Araujo Fernandes;Edward Hermann Haeusler;Luiz Carlos Pereira","N/A","N/A"
"Intuitionistic PUC-Logic for Constructive Counterfactuals.","2014","CoRR","CoRR","Ricardo Queiroz de Araujo Fernandes;Edward Hermann Haeusler;Luiz Carlos Pereira","N/A","N/A"
"PUC-Logic embedding of Lewis' Deontic Logics.","2014","CoRR","CoRR","Ricardo Queiroz de Araujo Fernandes;Edward Hermann Haeusler;Luiz Carlos Pereira","N/A","N/A"
"A Region-Growing Segmentation Algorithm for GPUs.","2013","IEEE Geosci. Remote. Sens. Lett.","IEEE Geosci. Remote. Sens. Lett.","Patrick Nigri Happ;Raul Queiroz Feitosa;Cristiana Bentes;Ricardo C. Farias","N/A","N/A"
"Reconstruction of coarse depth estimates using hierarchical image partitions.","2013","Multidimens. Syst. Signal Process.","Multidimens. Syst. Signal Process.","Camilo C. Dorea;Ricardo L. de Queiroz","N/A","N/A"
"Measuring network's entropy in ADHD: A new approach to investigate neuropsychiatric disorders.","2013","NeuroImage","NeuroImage","João Ricardo Sato;Daniel Yasumasa Takahashi;Marcelo Queiroz Hoexter;Katlin Brauer Massirer;André Fujita","N/A","N/A"
"Nonlinear multicriteria clustering based on multiple dissimilarity matrices.","2013","Pattern Recognit.","Pattern Recognit.","Sérgio Ricardo de Melo Queiroz;Francisco de A. T. de Carvalho;Yves Lechevallier","0031-3203","A1"
"Attention-Weighted Rate Allocation in Free-Viewpoint Television.","2013","IEEE Signal Process. Lett.","IEEE Signal Process. Lett.","Thacio Scandarolli;Ricardo L. de Queiroz;Dinei A. F. Florêncio","1070-9908","A1"
"Scanned Document Compression Using Block-Based Hybrid Video Codec.","2013","IEEE Trans. Image Process.","IEEE Trans. Image Process.","Alexandre Zaghetto;Ricardo L. de Queiroz","N/A","N/A"
"Computational Cost Reduction in Learned Transform Classifications.","2015","Computing Research Repository (CoRR)","CoRR","Emerson Lopes Machado;Cristiano Jacques Miosso;Ricardo von Borries;Murilo Coutinho;Pedro de Azevedo Berger;Thiago Marques;Ricardo Pezzuol Jacobi","N/A","N/A"
"An automated approach to estimate player experience in game events from psychophysiological data.","2023","Multimedia Tools and Applications","Multim. Tools Appl.","Elton Sarmanho Siqueira;Marcos Cordeiro Fleury;Marcus Vinicius Lamar;Anders Drachen;Carla Denise Castanho;Ricardo Pezzuol Jacobi","1380-7501","A2"
